"ID"	"code"	"name"	"CAT_dimension"	"CAT_multivarMethod"	"CAT_abundance"	"year"	"region.ISO3"	"sys1"	"habitat"	"group"	"sub.group"	"animal.group"	"sys1Grp"	"Total.Number.Species"	"nTrait"
"269"	330	"Rao"	"Quadratic entropy"	"divergence"	"distance-only"	"yes"	2014	"FRA"	"A"	"RIPA"	"microbes"	"diatoms"	"NA"	"other"	"NA"	2
"270"	197	"Rao"	"Quadratic entropy"	"divergence"	"distance-only"	"yes"	2014	"CHN"	"T"	"GRAS"	"plant"	"graminoids, forbs"	"NA"	"terrestrial plants"	"32"	3
"271"	624	"Rao"	"Quadratic entropy"	"divergence"	"distance-only"	"yes"	2014	"JPN"	"T"	"TEMP"	"plant"	"graminoids, forbs, shrubs"	"NA"	"terrestrial plants"	"98"	14
"272"	198	"Rao"	"Quadratic entropy"	"divergence"	"distance-only"	"yes"	2013	"USA"	"T"	"TEMP"	"plant"	"trees"	"NA"	"terrestrial plants"	"45"	4
"273"	619	"Rao"	"Quadratic entropy"	"divergence"	"distance-only"	"yes"	2014	"USA"	"T"	"TEMP"	"plant"	"trees, shrubs, graminoids, forbs"	"NA"	"terrestrial plants"	"111"	32
"274"	215	"Rao"	"Quadratic entropy"	"divergence"	"distance-only"	"yes"	2013	"DZA"	"A"	"NEAR"	"plant"	"graminoids, forbs"	"NA"	"aquatic plants"	"46"	9
"275"	50	"Rao"	"Quadratic entropy"	"divergence"	"distance-only"	"yes"	2010	"FRA"	"T"	"TEMP"	"plant"	"graminoids, forbs, shrubs"	"NA"	"terrestrial plants"	"121"	15
"276"	685	"Rao"	"Quadratic entropy"	"divergence"	"distance-only"	"yes"	2014	"CHE"	"T"	"AGRI"	"plant"	"graminoids, forbs, shrubs"	"NA"	"terrestrial plants"	"52"	10
"277"	502	"Rao"	"Quadratic entropy"	"divergence"	"distance-only"	"yes"	2014	"FRA"	"T"	"GRAS"	"microbes"	"microbemix"	"NA"	"other"	"4"	3
"278"	612	"Rao"	"Quadratic entropy"	"divergence"	"distance-only"	"yes"	2014	"ARG"	"T"	"DESE"	"animal"	"vertebrates"	"mammals"	"terrestrial animals"	"NA"	11
"279"	552	"Rao"	"Quadratic entropy"	"divergence"	"distance-only"	"yes"	2014	"GER"	"T"	"GRAS"	"plant"	"graminoids, forbs"	"NA"	"terrestrial plants"	"NA"	10
"280"	249	"Rao"	"Quadratic entropy"	"divergence"	"distance-only"	"yes"	2008	"DEU"	"T"	"GRAS"	"plant"	"graminoids, forbs"	"NA"	"terrestrial plants"	"31"	6
"281"	338	"Rao"	"Quadratic entropy"	"divergence"	"distance-only"	"yes"	2014	"CHN"	"T"	"TEMP"	"plant"	"shrubs, trees"	"NA"	"terrestrial plants"	"120"	26
"282"	248	"Rao"	"Quadratic entropy"	"divergence"	"distance-only"	"yes"	2014	"JPN"	"T"	"LAKE"	"plant"	"graminoids, forbs, shrubs"	"NA"	"terrestrial plants"	"56"	14
"283"	147	"Rao"	"Quadratic entropy"	"divergence"	"distance-only"	"yes"	2012	"CHN"	"T"	"GRAS"	"plant"	"trees, shrubs"	"NA"	"terrestrial plants"	"55"	12
"284"	151	"Rao"	"Quadratic entropy"	"divergence"	"distance-only"	"yes"	2011	"USA"	"T"	"TEMP"	"plant"	"graminoids, forbs, shrubs"	"NA"	"terrestrial plants"	"NA"	8
"285"	570	"Rao"	"Quadratic entropy"	"divergence"	"distance-only"	"yes"	2014	"MEX"	"T"	"TROP"	"plant"	"trees"	"NA"	"terrestrial plants"	"64"	6
"286"	28	"Rao"	"Quadratic entropy"	"divergence"	"distance-only"	"yes"	2014	"CHN"	"T"	"TROP"	"plant"	"trees, shrubs"	"NA"	"terrestrial plants"	"130"	25
"287"	343	"Rao"	"Quadratic entropy"	"divergence"	"distance-only"	"yes"	2014	"GBR"	"A"	"NEAR"	"animal"	"invertebrates"	"NA"	"aquatic animals"	"67"	8
"288"	537	"Rao"	"Quadratic entropy"	"divergence"	"distance-only"	"yes"	2014	"ITA"	"T"	"DESE"	"plant"	"graminoids, forbs, shrubs"	"NA"	"terrestrial plants"	"23"	28
"289"	12	"Rao"	"Quadratic entropy"	"divergence"	"distance-only"	"yes"	2013	"CAN"	"T"	"TAIG"	"animal, plant"	"shrubs, forbs, graminoids"	"NA"	"other"	"NA"	23
"290"	416	"Rao"	"Quadratic entropy"	"divergence"	"distance-only"	"yes"	2014	"ITA"	"T"	"AGRI"	"plant"	"trees, shrubs, graminoids, forbs"	"NA"	"terrestrial plants"	"NA"	8
"291"	650	"Rao"	"Quadratic entropy"	"divergence"	"distance-only"	"yes"	2014	"USA"	"T"	"TEMP"	"plant"	"trees, shrubs, graminoids, forbs"	"NA"	"terrestrial plants"	"169"	11
"292"	603	"Rao_alpha"	"Alpha diversity partion of Rao"	"divergence"	"distance-only"	"yes"	2014	"CAF"	"T"	"TROP"	"plant"	"trees"	"NA"	"terrestrial plants"	"90"	6
"293"	603	"Rao_beta"	"Beta diversity partion of Rao"	"divergence"	"distance-only"	"yes"	2014	"CAF"	"T"	"TROP"	"plant"	"trees"	"NA"	"terrestrial plants"	"90"	6
"294"	603	"Rao_gamma"	"Gamma diversity partion of Rao"	"divergence"	"distance-only"	"yes"	2014	"CAF"	"T"	"TROP"	"plant"	"trees"	"NA"	"terrestrial plants"	"90"	6
"295"	215	"RaoB"	"Balance factor derived from Rao"	"evenness"	"distance-only"	"yes"	2013	"DZA"	"A"	"NEAR"	"plant"	"graminoids, forbs"	"NA"	"aquatic plants"	"46"	9
"296"	125	"RaoR"	"Relative quadratic entropy"	"divergence"	"distance-only"	"yes"	2014	"IRL, GBR, FRA, DEU, NOR, SWE, DNK, NLD, BEL"	"T"	"GRAS"	"plant"	"graminoids, forbs, shrubs"	"NA"	"terrestrial plants"	"NA"	19
"297"	28	"RaoR"	"Relative quadratic entropy"	"divergence"	"distance-only"	"yes"	2014	"CHN"	"T"	"TROP"	"plant"	"trees, shrubs"	"NA"	"terrestrial plants"	"130"	25
"298"	123	"SD-NND"	"SD of the nearest-neighbor distance"	"divergence"	"distance-only"	"no"	2013	"CZE"	"T"	"GRAS"	"plant"	"forbs"	"NA"	"terrestrial plants"	"13"	4
"299"	163	"wFDc"	"Abundance-weighted FDc"	"divergence"	"cluster"	"yes"	2012	"MEX"	"T"	"TROP"	"plant"	"trees"	"NA"	"terrestrial plants"	"79"	9
"300"	125	"wFDc"	"Abundance-weighted FDc"	"divergence"	"cluster"	"yes"	2014	"IRL, GBR, FRA, DEU, NOR, SWE, DNK, NLD, BEL"	"T"	"GRAS"	"plant"	"graminoids, forbs, shrubs"	"NA"	"terrestrial plants"	"NA"	19
"301"	501	"withinSpRao"	"Within-species Rao"	"divergence"	"distance-only"	"yes"	2014	"SWE"	"T"	"GRAS"	"plant"	"graminoids, forbs"	"NA"	"terrestrial plants"	"NA"	3
