ID,AUTHORS,PUBLICATION.YEAR,TraitNum,Trait.Name,Trait.Category.New,Trait.Source,Trait.Source.Info,Trait.Rationale,Rationale.Description,Notes,NOT A TRAIT?,
342,"Boit, Alice (boit@pik-potsdam.de) ; Gaedke, Ursula",2014,342.12,weighted character path length,unclassified,1,NA,general,We selected these indices because they are accessible from field data and applicable to other types of ecosystems.,,,not a valid trait
342,"Boit, Alice (boit@pik-potsdam.de) ; Gaedke, Ursula",2014,342.13,weighted cluster coefficient,unclassified,1,NA,general,We selected these indices because they are accessible from field data and applicable to other types of ecosystems.,,,not a valid trait
342,"Boit, Alice (boit@pik-potsdam.de) ; Gaedke, Ursula",2014,342.14,relative ascendancy,unclassified,1,NA,general,We selected these indices because they are accessible from field data and applicable to other types of ecosystems.,,,
342,"Boit, Alice (boit@pik-potsdam.de) ; Gaedke, Ursula",2014,342.15,specific eco-exergy,unclassified,1,NA,general,We selected these indices because they are accessible from field data and applicable to other types of ecosystems.,,,
343,"Bolam, S. G. (Stefan.Bolam@cefas.co.uk)",2014,343.01,max size,body size,2,http://marlin.ac.uk/biotic/,none,NA,,,
343,"Bolam, S. G. (Stefan.Bolam@cefas.co.uk)",2014,343.02,body covering,defense,2,http://marlin.ac.uk/biotic/,none,NA,,,
343,"Bolam, S. G. (Stefan.Bolam@cefas.co.uk)",2014,343.04,location,habitat,2,http://marlin.ac.uk/biotic/,none,NA,,,
343,"Bolam, S. G. (Stefan.Bolam@cefas.co.uk)",2014,343.05,location,habitat,2,http://marlin.ac.uk/biotic/,none,NA,,,
343,"Bolam, S. G. (Stefan.Bolam@cefas.co.uk)",2014,343.06,habitat,habitat,2,http://marlin.ac.uk/biotic/,none,NA,,,
343,"Bolam, S. G. (Stefan.Bolam@cefas.co.uk)",2014,343.07,location,habitat,2,http://marlin.ac.uk/biotic/,none,NA,,,
343,"Bolam, S. G. (Stefan.Bolam@cefas.co.uk)",2014,343.09,mobility,locomotion,2,http://marlin.ac.uk/biotic/,none,NA,,,
343,"Bolam, S. G. (Stefan.Bolam@cefas.co.uk)",2014,343.03,max lifespan,longevity,2,http://marlin.ac.uk/biotic/,none,NA,,,
343,"Bolam, S. G. (Stefan.Bolam@cefas.co.uk)",2014,343.08,feeding mode,resource use,2,http://marlin.ac.uk/biotic/,none,NA,,,
343,"Bolam, S. G. (Stefan.Bolam@cefas.co.uk)",2014,343.1,bioturbation,resource use,2,http://marlin.ac.uk/biotic/,none,NA,,,
349,"Boyer, Alison G. (alison.boyer@utk.edu) ; Jetz, Walter",2014,349.01,body size,body size,"1,3","(del Hoyo et al., 1992-2011), (Dunning, 2007), (Campbell & Marcus, 1992)",general,traits were readily available in literature for most birds,,,
349,"Boyer, Alison G. (alison.boyer@utk.edu) ; Jetz, Walter",2014,249.02,diet,resource use,"1,3","(del Hoyo et al., 1992-2011), (Dunning, 2007), (Campbell & Marcus, 1992)",none,,,,
349,"Boyer, Alison G. (alison.boyer@utk.edu) ; Jetz, Walter",2014,349.02,foraging niche,resource use,"1,3","(del Hoyo et al., 1992-2011), (Dunning, 2007), (Campbell & Marcus, 1992)",general,traits were readily available in literature for most birds,,,
349,"Boyer, Alison G. (alison.boyer@utk.edu) ; Jetz, Walter",2014,349.03,diet,resource use,"1,3","(del Hoyo et al., 1992-2011), (Dunning, 2007), (Campbell & Marcus, 1992)",general,traits were readily available in literature for most birds,,,
349,"Boyer, Alison G. (alison.boyer@utk.edu) ; Jetz, Walter",2014,249.03,activity period,temporal partitioning,"1,3","(del Hoyo et al., 1992-2011), (Dunning, 2007), (Campbell & Marcus, 1992)",none,,,,
349,"Boyer, Alison G. (alison.boyer@utk.edu) ; Jetz, Walter",2014,349.04,activity period,temporal partitioning,"1,3","(del Hoyo et al., 1992-2011), (Dunning, 2007), (Campbell & Marcus, 1992)",general,traits were readily available in literature for most birds,,,
351,"Braeckman, U. (ulrike.braeckman@ugent.be) ; Foshtomi, M. Yazdani; Van Gansbeke, D.; Meysman, F.; Soetaert, K.; Vincx, M.; Vanaverbeke, J.",2014,351.01,bioturbation,resource use,1,,none,,"no traits, just used bioturbation indeax to calculate biodiversity",,
354,"Bragina, Anastasia (anastasia.krikovtseva@tugraz.at) ; Oberauner-Wappis, Lisa; Zachow, Christin; Halwachs, Bettina; Thallinger, Gerhard G.; Mueller, Henry; Berg, Gabriele",2014,354.01,genetic exchange,development,1,NA,general,traits especially support ecosystem functioning by symbiotic lifestyle under poikilohydric and ombrotrophic conditions,,,
354,"Bragina, Anastasia (anastasia.krikovtseva@tugraz.at) ; Oberauner-Wappis, Lisa; Zachow, Christin; Halwachs, Bettina; Thallinger, Gerhard G.; Mueller, Henry; Berg, Gabriele",2014,354.02,stress tolerance,environmental tolerance,1,NA,general,traits especially support ecosystem functioning by symbiotic lifestyle under poikilohydric and ombrotrophic conditions,,,
354,"Bragina, Anastasia (anastasia.krikovtseva@tugraz.at) ; Oberauner-Wappis, Lisa; Zachow, Christin; Halwachs, Bettina; Thallinger, Gerhard G.; Mueller, Henry; Berg, Gabriele",2014,354.03,repair,environmental tolerance,1,NA,general,traits especially support ecosystem functioning by symbiotic lifestyle under poikilohydric and ombrotrophic conditions,,,
354,"Bragina, Anastasia (anastasia.krikovtseva@tugraz.at) ; Oberauner-Wappis, Lisa; Zachow, Christin; Halwachs, Bettina; Thallinger, Gerhard G.; Mueller, Henry; Berg, Gabriele",2014,354.04,resistance,environmental tolerance,1,NA,general,traits especially support ecosystem functioning by symbiotic lifestyle under poikilohydric and ombrotrophic conditions,,,
354,"Bragina, Anastasia (anastasia.krikovtseva@tugraz.at) ; Oberauner-Wappis, Lisa; Zachow, Christin; Halwachs, Bettina; Thallinger, Gerhard G.; Mueller, Henry; Berg, Gabriele",2014,354.05,self-control,environmental tolerance,1,NA,general,traits especially support ecosystem functioning by symbiotic lifestyle under poikilohydric and ombrotrophic conditions,,,
354,"Bragina, Anastasia (anastasia.krikovtseva@tugraz.at) ; Oberauner-Wappis, Lisa; Zachow, Christin; Halwachs, Bettina; Thallinger, Gerhard G.; Mueller, Henry; Berg, Gabriele",2014,354.08,attachment,habitat,1,NA,general,traits especially support ecosystem functioning by symbiotic lifestyle under poikilohydric and ombrotrophic conditions,,,
354,"Bragina, Anastasia (anastasia.krikovtseva@tugraz.at) ; Oberauner-Wappis, Lisa; Zachow, Christin; Halwachs, Bettina; Thallinger, Gerhard G.; Mueller, Henry; Berg, Gabriele",2014,354.06,motility,locomotion,1,NA,general,traits especially support ecosystem functioning by symbiotic lifestyle under poikilohydric and ombrotrophic conditions,,,
354,"Bragina, Anastasia (anastasia.krikovtseva@tugraz.at) ; Oberauner-Wappis, Lisa; Zachow, Christin; Halwachs, Bettina; Thallinger, Gerhard G.; Mueller, Henry; Berg, Gabriele",2014,354.07,"quorum sensing, biofilm formation and signaling",locomotion,1,NA,general,traits especially support ecosystem functioning by symbiotic lifestyle under poikilohydric and ombrotrophic conditions,,,
354,"Bragina, Anastasia (anastasia.krikovtseva@tugraz.at) ; Oberauner-Wappis, Lisa; Zachow, Christin; Halwachs, Bettina; Thallinger, Gerhard G.; Mueller, Henry; Berg, Gabriele",2014,354.09,function,resource use,1,NA,general,traits especially support ecosystem functioning by symbiotic lifestyle under poikilohydric and ombrotrophic conditions,,,
356,"Bu, Wensheng; Zang, Runguo (zangrung@caf.ac.cn) ; Ding, Yi",2014,356.02,leaf thickness,body size,1,NA,general,important for plant performance and ecosystem processes were measured,,,
356,"Bu, Wensheng; Zang, Runguo (zangrung@caf.ac.cn) ; Ding, Yi",2014,356.04,laminar dry mass,body size,1,NA,general,important for plant performance and ecosystem processes were measured,,,
356,"Bu, Wensheng; Zang, Runguo (zangrung@caf.ac.cn) ; Ding, Yi",2014,356.01,leaf surface area,growth allocation,1,NA,general,important for plant performance and ecosystem processes were measured,,,
356,"Bu, Wensheng; Zang, Runguo (zangrung@caf.ac.cn) ; Ding, Yi",2014,356.03,leaf chlorophyll content,growth allocation,1,NA,general,important for plant performance and ecosystem processes were measured,,,
356,"Bu, Wensheng; Zang, Runguo (zangrung@caf.ac.cn) ; Ding, Yi",2014,356.05,specific leaf area,growth allocation,1,NA,general,important for plant performance and ecosystem processes were measured,,,
356,"Bu, Wensheng; Zang, Runguo (zangrung@caf.ac.cn) ; Ding, Yi",2014,356.06,leaf thickness,growth allocation,1,NA,general,important for plant performance and ecosystem processes were measured,,,
356,"Bu, Wensheng; Zang, Runguo (zangrung@caf.ac.cn) ; Ding, Yi",2014,356.07,wood density,growth allocation,1,NA,general,important for plant performance and ecosystem processes were measured,,,
357,"Bu, Wensheng; Zang, Runguo; Ding, Yi (zangrung@caf.ac.cn)",2014,357.02,laminar dry mass,body size,1,NA,general,most important and commonly studied traits and are important for aboveground biomass,,,
357,"Bu, Wensheng; Zang, Runguo; Ding, Yi (zangrung@caf.ac.cn)",2014,357.03,max height,body size,1,NA,general,most important and commonly studied traits and are important for aboveground biomass,,,
357,"Bu, Wensheng; Zang, Runguo; Ding, Yi (zangrung@caf.ac.cn)",2014,357.01,leaf surface area,growth allocation,1,NA,general,most important and commonly studied traits and are important for aboveground biomass,,,
357,"Bu, Wensheng; Zang, Runguo; Ding, Yi (zangrung@caf.ac.cn)",2014,357.04,specific leaf area,growth allocation,1,NA,general,most important and commonly studied traits and are important for aboveground biomass,,,
360,"Bustamante, Maria (maria.bustamante@ehu.es) ; Tajadura, Javier; Maria Gorostiaga, Jose; Ignacio Saiz-Salinas, Jose",2014,360.02,size,body size,3,"Bremner et al., 2003; Wahl, 2009",general,traits were selected considering those previously investigated in other studies that had been poved to bring together the main distinguishable features of benthic invertebrates,,,
360,"Bustamante, Maria (maria.bustamante@ehu.es) ; Tajadura, Javier; Maria Gorostiaga, Jose; Ignacio Saiz-Salinas, Jose",2014,360.05,flexibility,environmental tolerance,3,"Bremner et al., 2003; Wahl, 2009",general,traits were selected considering those previously investigated in other studies that had been poved to bring together the main distinguishable features of benthic invertebrates,,,
360,"Bustamante, Maria (maria.bustamante@ehu.es) ; Tajadura, Javier; Maria Gorostiaga, Jose; Ignacio Saiz-Salinas, Jose",2014,360.01,wood density,growth allocation,3,"Bremner et al., 2003; Wahl, 2009",general,traits were selected considering those previously investigated in other studies that had been poved to bring together the main distinguishable features of benthic invertebrates,,,
360,"Bustamante, Maria (maria.bustamante@ehu.es) ; Tajadura, Javier; Maria Gorostiaga, Jose; Ignacio Saiz-Salinas, Jose",2014,360.06,environmental position,resource use,3,"Bremner et al., 2003; Wahl, 2009",general,traits were selected considering those previously investigated in other studies that had been poved to bring together the main distinguishable features of benthic invertebrates,,,
360,"Bustamante, Maria (maria.bustamante@ehu.es) ; Tajadura, Javier; Maria Gorostiaga, Jose; Ignacio Saiz-Salinas, Jose",2014,360.03,modularity,unclassified,3,"Bremner et al., 2003; Wahl, 2009",general,traits were selected considering those previously investigated in other studies that had been poved to bring together the main distinguishable features of benthic invertebrates,,,
360,"Bustamante, Maria (maria.bustamante@ehu.es) ; Tajadura, Javier; Maria Gorostiaga, Jose; Ignacio Saiz-Salinas, Jose",2014,360.04,growth form,unclassified,3,"Bremner et al., 2003; Wahl, 2009",general,traits were selected considering those previously investigated in other studies that had been poved to bring together the main distinguishable features of benthic invertebrates,,,
361,"Calba, Sarah (sarah.calba@univ-montp2.fr) ; Maris, Virginie; Devictor, Vincent",2014,361.01,trophic group,resource use,3,French Breeding Bird Survey,general,"play important roles in species interactions and ecosystem functioning, and can be considered a good source of functional information",,,
361,"Calba, Sarah (sarah.calba@univ-montp2.fr) ; Maris, Virginie; Devictor, Vincent",2014,361.02,resource quantity,resource use,3,French Breeding Bird Survey,general,"play important roles in species interactions and ecosystem functioning, and can be considered a good source of functional information",,,
361,"Calba, Sarah (sarah.calba@univ-montp2.fr) ; Maris, Virginie; Devictor, Vincent",2014,361.03,diet type,resource use,3,French Breeding Bird Survey,general,"play important roles in species interactions and ecosystem functioning, and can be considered a good source of functional information",,,
361,"Calba, Sarah (sarah.calba@univ-montp2.fr) ; Maris, Virginie; Devictor, Vincent",2014,361.04,foraging method,resource use,3,French Breeding Bird Survey,general,"play important roles in species interactions and ecosystem functioning, and can be considered a good source of functional information",,,
361,"Calba, Sarah (sarah.calba@univ-montp2.fr) ; Maris, Virginie; Devictor, Vincent",2014,361.05,foraging substrate,resource use,3,French Breeding Bird Survey,general,"play important roles in species interactions and ecosystem functioning, and can be considered a good source of functional information",,,
361,"Calba, Sarah (sarah.calba@univ-montp2.fr) ; Maris, Virginie; Devictor, Vincent",2014,361.06,foraging period,temporal partitioning,3,French Breeding Bird Survey,general,"play important roles in species interactions and ecosystem functioning, and can be considered a good source of functional information",,,
367,"Carvalho, Gustavo Henrique (gustavo.bio@gmail.com) ; Batalha, Marco Antonio; Silva, Igor Aurelio; Cianciaruso, Marcus Vinicius; Petchey, Owen L.",2014,367.02,basal area,body size,1,NA,specific,"associated with competative vigour, fecundity, and growth after disturbance",,,
367,"Carvalho, Gustavo Henrique (gustavo.bio@gmail.com) ; Batalha, Marco Antonio; Silva, Igor Aurelio; Cianciaruso, Marcus Vinicius; Petchey, Owen L.",2014,367.03,height,body size,1,NA,specific,related to resistance to disturbance,,,
367,"Carvalho, Gustavo Henrique (gustavo.bio@gmail.com) ; Batalha, Marco Antonio; Silva, Igor Aurelio; Cianciaruso, Marcus Vinicius; Petchey, Owen L.",2014,367.04,bark thickness,defense,1,NA,specific,related to capacity to store C and growth after disturbance,,,
367,"Carvalho, Gustavo Henrique (gustavo.bio@gmail.com) ; Batalha, Marco Antonio; Silva, Igor Aurelio; Cianciaruso, Marcus Vinicius; Petchey, Owen L.",2014,367.06,leaf toughness,defense,1,NA,specific,related to resistance to environmental stress,,,
367,"Carvalho, Gustavo Henrique (gustavo.bio@gmail.com) ; Batalha, Marco Antonio; Silva, Igor Aurelio; Cianciaruso, Marcus Vinicius; Petchey, Owen L.",2014,367.05,wood density,growth allocation,1,NA,specific,associated with resistance to abiotic and biotic mechanical damage,,,
367,"Carvalho, Gustavo Henrique (gustavo.bio@gmail.com) ; Batalha, Marco Antonio; Silva, Igor Aurelio; Cianciaruso, Marcus Vinicius; Petchey, Owen L.",2014,367.07,leaf size,growth allocation,1,NA,specific,associated with growth and maximum photosynthetic rate,,,
367,"Carvalho, Gustavo Henrique (gustavo.bio@gmail.com) ; Batalha, Marco Antonio; Silva, Igor Aurelio; Cianciaruso, Marcus Vinicius; Petchey, Owen L.",2014,367.08,specific leaf area,growth allocation,1,NA,specific,related to maximum photosynthetic rates and nutrient stress,,,
367,"Carvalho, Gustavo Henrique (gustavo.bio@gmail.com) ; Batalha, Marco Antonio; Silva, Igor Aurelio; Cianciaruso, Marcus Vinicius; Petchey, Owen L.",2014,367.01,nest location,habitat,1,NA,specific,"related to space occupation, resource uptake, total bimass, and reproductive capability",,,
367,"Carvalho, Gustavo Henrique (gustavo.bio@gmail.com) ; Batalha, Marco Antonio; Silva, Igor Aurelio; Cianciaruso, Marcus Vinicius; Petchey, Owen L.",2014,367.09,N%,resource use,1,NA,specific,related to maximum photosynthetic rates and nutrient stress,,,
367,"Carvalho, Gustavo Henrique (gustavo.bio@gmail.com) ; Batalha, Marco Antonio; Silva, Igor Aurelio; Cianciaruso, Marcus Vinicius; Petchey, Owen L.",2014,367.1,K%,resource use,1,NA,specific,related to maximum photosynthetic rates and nutrient stress,,,
369,"Catorci, Andrea (andrea.catorci@unicam.it) ; Cesaretti, Sabrina (sabrina.cesaretti@unicam.it) ; Malatesta, Luca (luca.malatesta@unicam.it) ; Tardella, Federico M. (dtfederico.tardella@unicam.it)",2014,369.01,P%,growth allocation,1,NA,general,"To encompass the main plant functions related to competitive ability, resource acquisition, and resistance to disturbance that could be involved in the functional response of the plant community to different types and timings of disturbance.",,,
369,"Catorci, Andrea (andrea.catorci@unicam.it) ; Cesaretti, Sabrina (sabrina.cesaretti@unicam.it) ; Malatesta, Luca (luca.malatesta@unicam.it) ; Tardella, Federico M. (dtfederico.tardella@unicam.it)",2014,369.02,storage organs,growth allocation,1,NA,general,"To encompass the main plant functions related to competitive ability, resource acquisition, and resistance to disturbance that could be involved in the functional response of the plant community to different types and timings of disturbance.",,,
369,"Catorci, Andrea (andrea.catorci@unicam.it) ; Cesaretti, Sabrina (sabrina.cesaretti@unicam.it) ; Malatesta, Luca (luca.malatesta@unicam.it) ; Tardella, Federico M. (dtfederico.tardella@unicam.it)",2014,369.03,storage organs,growth allocation,1,NA,general,"To encompass the main plant functions related to competitive ability, resource acquisition, and resistance to disturbance that could be involved in the functional response of the plant community to different types and timings of disturbance.",,,
369,"Catorci, Andrea (andrea.catorci@unicam.it) ; Cesaretti, Sabrina (sabrina.cesaretti@unicam.it) ; Malatesta, Luca (luca.malatesta@unicam.it) ; Tardella, Federico M. (dtfederico.tardella@unicam.it)",2014,369.04,propagation,growth allocation,1,NA,general,"To encompass the main plant functions related to competitive ability, resource acquisition, and resistance to disturbance that could be involved in the functional response of the plant community to different types and timings of disturbance.",,,
369,"Catorci, Andrea (andrea.catorci@unicam.it) ; Cesaretti, Sabrina (sabrina.cesaretti@unicam.it) ; Malatesta, Luca (luca.malatesta@unicam.it) ; Tardella, Federico M. (dtfederico.tardella@unicam.it)",2014,369.05,propagation,growth allocation,1,NA,general,"To encompass the main plant functions related to competitive ability, resource acquisition, and resistance to disturbance that could be involved in the functional response of the plant community to different types and timings of disturbance.",,,
369,"Catorci, Andrea (andrea.catorci@unicam.it) ; Cesaretti, Sabrina (sabrina.cesaretti@unicam.it) ; Malatesta, Luca (luca.malatesta@unicam.it) ; Tardella, Federico M. (dtfederico.tardella@unicam.it)",2014,369.06,height,growth allocation,1,NA,general,"To encompass the main plant functions related to competitive ability, resource acquisition, and resistance to disturbance that could be involved in the functional response of the plant community to different types and timings of disturbance.",,,
369,"Catorci, Andrea (andrea.catorci@unicam.it) ; Cesaretti, Sabrina (sabrina.cesaretti@unicam.it) ; Malatesta, Luca (luca.malatesta@unicam.it) ; Tardella, Federico M. (dtfederico.tardella@unicam.it)",2014,369.07,leaf anatomy,growth allocation,1,NA,general,"To encompass the main plant functions related to competitive ability, resource acquisition, and resistance to disturbance that could be involved in the functional response of the plant community to different types and timings of disturbance.",,,
369,"Catorci, Andrea (andrea.catorci@unicam.it) ; Cesaretti, Sabrina (sabrina.cesaretti@unicam.it) ; Malatesta, Luca (luca.malatesta@unicam.it) ; Tardella, Federico M. (dtfederico.tardella@unicam.it)",2014,369.08,leaf persistence,growth allocation,1,NA,general,"To encompass the main plant functions related to competitive ability, resource acquisition, and resistance to disturbance that could be involved in the functional response of the plant community to different types and timings of disturbance.",,,
369,"Catorci, Andrea (andrea.catorci@unicam.it) ; Cesaretti, Sabrina (sabrina.cesaretti@unicam.it) ; Malatesta, Luca (luca.malatesta@unicam.it) ; Tardella, Federico M. (dtfederico.tardella@unicam.it)",2014,369.09,horizontal space occupation,growth allocation,1,NA,general,"To encompass the main plant functions related to competitive ability, resource acquisition, and resistance to disturbance that could be involved in the functional response of the plant community to different types and timings of disturbance.",,,
369,"Catorci, Andrea (andrea.catorci@unicam.it) ; Cesaretti, Sabrina (sabrina.cesaretti@unicam.it) ; Malatesta, Luca (luca.malatesta@unicam.it) ; Tardella, Federico M. (dtfederico.tardella@unicam.it)",2014,369.1,vertical space occupation,habitat,1,NA,general,"To encompass the main plant functions related to competitive ability, resource acquisition, and resistance to disturbance that could be involved in the functional response of the plant community to different types and timings of disturbance.",,,
369,"Catorci, Andrea (andrea.catorci@unicam.it) ; Cesaretti, Sabrina (sabrina.cesaretti@unicam.it) ; Malatesta, Luca (luca.malatesta@unicam.it) ; Tardella, Federico M. (dtfederico.tardella@unicam.it)",2014,369.11,seed mass,reproduction,1,NA,general,"To encompass the main plant functions related to competitive ability, resource acquisition, and resistance to disturbance that could be involved in the functional response of the plant community to different types and timings of disturbance.",,,
370,"Cavanaugh, Kyle C. (cavanaughk@si.edu) ; Gosnell, J. Stephen; Davis, Samantha L.; Ahumada, Jorge; Boundja, Patrick; Clark, David B.; Mugerwa, Badru; Jansen, Patrick A.; O'Brien, Timothy G.; Rovero, Francesco; Sheil, Douglas; Vasquez, Rodolfo; Andelman, Sandy",2014,370.02,wood density,growth allocation,2,"http:// www.teamnetwork.org, dataset ID 20120620104615 3074",specific,"serve as a proxy for potential height, which is considered an important indicator of the light capture strategy",,,
370,"Cavanaugh, Kyle C. (cavanaughk@si.edu) ; Gosnell, J. Stephen; Davis, Samantha L.; Ahumada, Jorge; Boundja, Patrick; Clark, David B.; Mugerwa, Badru; Jansen, Patrick A.; O'Brien, Timothy G.; Rovero, Francesco; Sheil, Douglas; Vasquez, Rodolfo; Andelman, Sandy",2014,370.01,life cycle duration,longevity,2,"http:// www.teamnetwork.org, dataset ID 20120620104615 3074",specific,whether a species allocates its growth into fast growth and early reproduction or slow growth and resistance to environmental hazards,,,
372,"Chen, Yangyang; Zhen, Yu (zhenyu@ouc.edu.cn) ; He, Hui; Lu, Xinglan; Mi, Tiezhu; Yu, Zhigang",2014,372.01,max diameter,growth allocation,1,NA,none,,,,
372,"Chen, Yangyang; Zhen, Yu (zhenyu@ouc.edu.cn) ; He, Hui; Lu, Xinglan; Mi, Tiezhu; Yu, Zhigang",2014,372.02,temperature,habitat,1,NA,none,,,,
372,"Chen, Yangyang; Zhen, Yu (zhenyu@ouc.edu.cn) ; He, Hui; Lu, Xinglan; Mi, Tiezhu; Yu, Zhigang",2014,372.03,salinity,habitat,1,NA,none,,,,
372,"Chen, Yangyang; Zhen, Yu (zhenyu@ouc.edu.cn) ; He, Hui; Lu, Xinglan; Mi, Tiezhu; Yu, Zhigang",2014,372.04,dissolved oxygen,habitat,1,NA,none,,,,
372,"Chen, Yangyang; Zhen, Yu (zhenyu@ouc.edu.cn) ; He, Hui; Lu, Xinglan; Mi, Tiezhu; Yu, Zhigang",2014,372.05,chlorophyll a,resource use,1,NA,none,,,,
372,"Chen, Yangyang; Zhen, Yu (zhenyu@ouc.edu.cn) ; He, Hui; Lu, Xinglan; Mi, Tiezhu; Yu, Zhigang",2014,372.06,dissolved nitrogen,resource use,1,NA,none,,,,
372,"Chen, Yangyang; Zhen, Yu (zhenyu@ouc.edu.cn) ; He, Hui; Lu, Xinglan; Mi, Tiezhu; Yu, Zhigang",2014,372.07,dissolved Phosphorus,resource use,1,NA,none,,,,
376,"Christian Alva-Basurto, Jorge (chr.alva@yahoo.com.mx) ; Ernesto Arias-Gonzalez, Jesus (earias@mda.cinvestav.mx)",2014,376.03,biomass in habitat area,biogeography,1,NA,none,,,,
376,"Christian Alva-Basurto, Jorge (chr.alva@yahoo.com.mx) ; Ernesto Arias-Gonzalez, Jesus (earias@mda.cinvestav.mx)",2014,376.04,product: biomass ratio,body size,1,NA,none,,,,
376,"Christian Alva-Basurto, Jorge (chr.alva@yahoo.com.mx) ; Ernesto Arias-Gonzalez, Jesus (earias@mda.cinvestav.mx)",2014,376.01,dissolved Si,resource use,1,NA,none,,,,
376,"Christian Alva-Basurto, Jorge (chr.alva@yahoo.com.mx) ; Ernesto Arias-Gonzalez, Jesus (earias@mda.cinvestav.mx)",2014,376.02,trophic position,resource use,1,NA,none,,,,
376,"Christian Alva-Basurto, Jorge (chr.alva@yahoo.com.mx) ; Ernesto Arias-Gonzalez, Jesus (earias@mda.cinvestav.mx)",2014,376.05,consumption: biomass ratio,resource use,1,NA,none,,,,
378,"Cohen, J. S. (jsc74@cornell.edu) ; Rainford, S-K D.; Blossey, B.",2014,378.03,D. pulex abundance,biogeography,1,NA,specific,traits having to do with amphibians effect on plant group,,,
378,"Cohen, J. S. (jsc74@cornell.edu) ; Rainford, S-K D.; Blossey, B.",2014,378.01,eotrophic efficiency,resource use,1,NA,specific,traits having to do with amphibians effect on plant group,,,
378,"Cohen, J. S. (jsc74@cornell.edu) ; Rainford, S-K D.; Blossey, B.",2014,378.02,chlorophyll a,resource use,1,NA,specific,traits having to do with amphibians effect on plant group,,,
380,"Concostrina-Zubiri, Laura (laura.concostrina@gmail.com) ; Pescador, David S. (david.sanchez@urjc.es) ; Martinez, Isabel (isabel.martinez@urjc.es) ; Escudero, Adrian (adrian.escudero@urjc.es)",2014,380.05,attachment stuctures,habitat,1,NA,specific,"albedo, soil temp, exaporation rates",,,
380,"Concostrina-Zubiri, Laura (laura.concostrina@gmail.com) ; Pescador, David S. (david.sanchez@urjc.es) ; Martinez, Isabel (isabel.martinez@urjc.es) ; Escudero, Adrian (adrian.escudero@urjc.es)",2014,380.01,amphibian performance metrics,resource use,1,NA,specific,"soil surface protection by reducing water and wind erosion, soil-water relation by absorbing and retaining water, seed germination",,,
380,"Concostrina-Zubiri, Laura (laura.concostrina@gmail.com) ; Pescador, David S. (david.sanchez@urjc.es) ; Martinez, Isabel (isabel.martinez@urjc.es) ; Escudero, Adrian (adrian.escudero@urjc.es)",2014,380.03,thallus continuity,resource use,1,NA,specific,"nutrient uptake, lichen-metal complex formation, microbial, herbivore and insect activity",,,
380,"Concostrina-Zubiri, Laura (laura.concostrina@gmail.com) ; Pescador, David S. (david.sanchez@urjc.es) ; Martinez, Isabel (isabel.martinez@urjc.es) ; Escudero, Adrian (adrian.escudero@urjc.es)",2014,380.02,morphology,unclassified,1,NA,specific,influence soil stability,,,
380,"Concostrina-Zubiri, Laura (laura.concostrina@gmail.com) ; Pescador, David S. (david.sanchez@urjc.es) ; Martinez, Isabel (isabel.martinez@urjc.es) ; Escudero, Adrian (adrian.escudero@urjc.es)",2014,380.04,chemistry,unclassified,1,NA,specific,"enhance soil eggregation, promote soil porosity in soil surface, enhance water infiltration",,,not a valid trait
381,"Cornwell, William K.; Westoby, Mark; Falster, Daniel S.; FitzJohn, Richard G.; O'Meara, Brian C.; Pennell, Matthew W.; McGlinn, Daniel J.; Eastman, Jonathan M.; Moles, Angela T.; Reich, Peter B.; Tank, David C.; Wright, Ian J.; Aarssen, Lonnie; Beaulieu, Jeremy M.; Kooyman, Robert M.; Leishman, Michelle R.; Miller, Eliot T.; Niinemets, Ulo; Oleksyn, Jacek; Ordonez, Alejandro; Royer, Dana L.; Smith, Stephen A.; Stevens, Peter F.; Warman, Laura; Wilf, Peter; Zanne, Amy E. (aezanne@gmail.com)",2014,381.01,reflectance,environmental tolerance,1,NA,none,NA,,,
381,"Cornwell, William K.; Westoby, Mark; Falster, Daniel S.; FitzJohn, Richard G.; O'Meara, Brian C.; Pennell, Matthew W.; McGlinn, Daniel J.; Eastman, Jonathan M.; Moles, Angela T.; Reich, Peter B.; Tank, David C.; Wright, Ian J.; Aarssen, Lonnie; Beaulieu, Jeremy M.; Kooyman, Robert M.; Leishman, Michelle R.; Miller, Eliot T.; Niinemets, Ulo; Oleksyn, Jacek; Ordonez, Alejandro; Royer, Dana L.; Smith, Stephen A.; Stevens, Peter F.; Warman, Laura; Wilf, Peter; Zanne, Amy E. (aezanne@gmail.com)",2014,381.02,specific leaf area,growth allocation,1,NA,none,NA,,,
381,"Cornwell, William K.; Westoby, Mark; Falster, Daniel S.; FitzJohn, Richard G.; O'Meara, Brian C.; Pennell, Matthew W.; McGlinn, Daniel J.; Eastman, Jonathan M.; Moles, Angela T.; Reich, Peter B.; Tank, David C.; Wright, Ian J.; Aarssen, Lonnie; Beaulieu, Jeremy M.; Kooyman, Robert M.; Leishman, Michelle R.; Miller, Eliot T.; Niinemets, Ulo; Oleksyn, Jacek; Ordonez, Alejandro; Royer, Dana L.; Smith, Stephen A.; Stevens, Peter F.; Warman, Laura; Wilf, Peter; Zanne, Amy E. (aezanne@gmail.com)",2014,381.03,leaf N%,growth allocation,1,NA,none,NA,,,
